electrode,time,NMSE
FP1,   ,7.0051
FP2,   ,7.2200
F3,   ,1.3301
F4,   ,1.2836
C3,   ,0.3539
C4,   ,0.4150
P3,   ,0.1575
P4,   ,0.0959
O1,   ,0.0505
O2,   ,0.0408
F7,   ,0.8862
F8,   ,1.1819
T3,   ,0.2586
T4,   ,0.2759
T5,   ,0.1754
T6,   ,0.1013
Fz,   ,1.3215
Cz,   ,0.3105
Pz,   ,0.1037
sum,2.98,22.5674
