electrode,time,NMSE
FP1,   ,2.8396
FP2,   ,3.3528
F3,   ,0.3308
F4,   ,0.4176
C3,   ,0.0579
C4,   ,0.0738
P3,   ,0.0256
P4,   ,0.0317
O1,   ,0.0230
O2,   ,0.0204
F7,   ,0.1110
F8,   ,0.1191
T3,   ,0.0178
T4,   ,0.0242
T5,   ,0.0507
T6,   ,0.0384
Fz,   ,0.5770
Cz,   ,0.0916
Pz,   ,0.0175
sum,2.90,8.2205
