electrode,time,NMSE
FP1,   ,2.0436
FP2,   ,0.2211
F3,   ,0.3575
F4,   ,0.2412
C3,   ,0.0835
C4,   ,0.0617
P3,   ,0.0311
P4,   ,0.0170
O1,   ,0.0216
O2,   ,0.0079
F7,   ,0.1321
F8,   ,0.1013
T3,   ,0.0380
T4,   ,0.0126
T5,   ,0.0334
T6,   ,0.0138
Fz,   ,0.4206
Cz,   ,0.0928
Pz,   ,0.0256
sum,6.78,3.9565
