electrode,time,NMSE
FP1,   ,3.3400
FP2,   ,3.0921
F3,   ,0.5405
F4,   ,0.4287
C3,   ,0.1540
C4,   ,0.2865
P3,   ,0.0633
P4,   ,0.1683
O1,   ,0.2499
O2,   ,0.1057
F7,   ,0.5070
F8,   ,0.3217
T3,   ,0.2125
T4,   ,0.4040
T5,   ,0.1036
T6,   ,0.1796
Fz,   ,0.6222
Cz,   ,0.1255
Pz,   ,0.1262
sum,0.56,11.0312
