electrode,time,NMSE
FP1,   ,1.7975
FP2,   ,1.8711
F3,   ,0.7574
F4,   ,0.5415
C3,   ,0.2293
C4,   ,0.2199
P3,   ,0.1241
P4,   ,0.1163
O1,   ,0.0633
O2,   ,0.0639
F7,   ,0.7635
F8,   ,0.7134
T3,   ,0.2300
T4,   ,0.1717
T5,   ,0.0897
T6,   ,0.0403
Fz,   ,0.5994
Cz,   ,0.2683
Pz,   ,0.3017
sum,3.23,8.9623
