electrode,time,NMSE
FP1,   ,1.3521
FP2,   ,1.3502
F3,   ,0.4351
F4,   ,0.3016
C3,   ,0.3230
C4,   ,0.2467
P3,   ,0.5605
P4,   ,0.3099
O1,   ,0.6595
O2,   ,0.3950
F7,   ,0.5091
F8,   ,0.4593
T3,   ,0.2864
T4,   ,0.2814
T5,   ,0.7352
T6,   ,0.2249
Fz,   ,0.4309
Cz,   ,0.2462
Pz,   ,0.4187
sum,1.86,9.5258
