electrode,time,NMSE
FP1,   ,4.6444
FP2,   ,5.8619
F3,   ,0.7454
F4,   ,0.9474
C3,   ,0.1488
C4,   ,0.1760
P3,   ,0.0593
P4,   ,0.0586
O1,   ,0.0200
O2,   ,0.0221
F7,   ,2.4267
F8,   ,2.9251
T3,   ,0.7226
T4,   ,0.8390
T5,   ,0.0979
T6,   ,0.0600
Fz,   ,0.9310
Cz,   ,0.1805
Pz,   ,0.0624
sum,2.25,20.9291
