electrode,time,NMSE
FP1,   ,1.5286
FP2,   ,2.0443
F3,   ,0.2507
F4,   ,0.3425
C3,   ,0.0792
C4,   ,0.1074
P3,   ,0.0566
P4,   ,0.0408
O1,   ,0.0564
O2,   ,0.0773
F7,   ,0.3864
F8,   ,0.4898
T3,   ,0.2013
T4,   ,0.2813
T5,   ,0.1611
T6,   ,0.0486
Fz,   ,0.3862
Cz,   ,0.1079
Pz,   ,0.0345
sum,1.81,6.6809
