electrode,time,NMSE
FP1,   ,1.7362
FP2,   ,2.5002
F3,   ,0.4641
F4,   ,0.8015
C3,   ,0.2887
C4,   ,0.4969
P3,   ,0.3943
P4,   ,0.2977
O1,   ,0.2779
O2,   ,0.2601
F7,   ,0.8251
F8,   ,1.2844
T3,   ,0.4310
T4,   ,0.4346
T5,   ,0.3363
T6,   ,0.3395
Fz,   ,0.7192
Cz,   ,0.3325
Pz,   ,0.4183
sum,1.39,12.6386
