electrode,time,NMSE
FP1,   ,2.6645
FP2,   ,2.0264
F3,   ,0.8214
F4,   ,0.5691
C3,   ,0.2591
C4,   ,0.3553
P3,   ,0.1744
P4,   ,0.4374
O1,   ,0.0766
O2,   ,0.3083
F7,   ,1.9791
F8,   ,1.1508
T3,   ,0.6778
T4,   ,0.6053
T5,   ,0.2556
T6,   ,0.2190
Fz,   ,0.7033
Cz,   ,0.4125
Pz,   ,0.3884
sum,2.34,14.0843
