electrode,time,NMSE
FP1,   ,3.5356
FP2,   ,4.1704
F3,   ,0.3338
F4,   ,0.4145
C3,   ,0.0595
C4,   ,0.0748
P3,   ,0.0245
P4,   ,0.0305
O1,   ,0.0178
O2,   ,0.0184
F7,   ,1.0392
F8,   ,1.0301
T3,   ,0.3671
T4,   ,0.3812
T5,   ,0.0750
T6,   ,0.0656
Fz,   ,0.8225
Cz,   ,0.1294
Pz,   ,0.0194
sum,2.69,12.6090
