electrode,time,NMSE
FP1,   ,2.3907
FP2,   ,3.3081
F3,   ,0.3043
F4,   ,0.5567
C3,   ,0.0860
C4,   ,0.1786
P3,   ,0.0473
P4,   ,0.0696
O1,   ,0.0196
O2,   ,0.0133
F7,   ,1.1117
F8,   ,1.3891
T3,   ,0.2855
T4,   ,0.7134
T5,   ,0.0431
T6,   ,0.0891
Fz,   ,0.0267
Cz,   ,0.1410
Pz,   ,0.0542
sum,2.05,10.8280
