electrode,time,NMSE
FP1,   ,1.6990
FP2,   ,2.2172
F3,   ,0.2638
F4,   ,0.2540
C3,   ,0.0757
C4,   ,0.0648
P3,   ,0.0231
P4,   ,0.0196
O1,   ,0.0135
O2,   ,0.0083
F7,   ,0.3024
F8,   ,0.3691
T3,   ,0.1247
T4,   ,0.0824
T5,   ,0.0259
T6,   ,0.0218
Fz,   ,0.2924
Cz,   ,0.0602
Pz,   ,0.0135
sum,4.50,5.9312
